pregunta,tag,categoria,respuesta,__expected
¿Qué lugares frecuentas con tus amigos cuando salen juntos?,ocio,EXCELENTE,"Vamos al parque porque tiene mucho espacio para jugar al fútbol, y también una zona de juegos.",fn:output.includes('Calificación: EXCELENTE')
¿Te gusta más salir a pasear al aire libre o a lugares cerrados?,ocio,EXCELENTE,Prefiero salir al aire libre porque puedo jugar más libremente y respirar aire fresco.,fn:output.includes('Calificación: EXCELENTE')
¿Cómo te describirías físicamente?,personal,EXCELENTE,"Tengo el cabello corto y castaño, ojos marrones, soy de estatura promedio para mi edad y me considero ágil.",fn:output.includes('Calificación: EXCELENTE')
¿Cómo es la casa donde vives?,personal,EXCELENTE,Vivo en una casa grande con un hermoso jardín delantero y tres dormitorios. Es muy luminosa y cálida.,fn:output.includes('Calificación: EXCELENTE')
¿Puedes contarme sobre tu familia con quién vives y cómo es cada uno?,personal,EXCELENTE,"Vivo con mis papás, mi hermano y mi perrito. Mis papás trabajan mucho, mi hermano es chistoso y el perro es juguetón.",fn:output.includes('Calificación: EXCELENTE')
¿Cómo es un día típico en la vida de tu familia?,personal,EXCELENTE,"Nos levantamos temprano, preparo mi mochila y desayuno con papá y mamá. Luego, voy a la escuela y cuando regreso, hago la tarea y juego.",fn:output.includes('Calificación: EXCELENTE')
¿Tienes otros familiares cercanos que no vivan en tu casa?,personal,EXCELENTE,"Sí, tengo tíos y primos que viven en una ciudad diferente, a unas 2 horas en auto de aquí.",fn:output.includes('Calificación: EXCELENTE')
¿Cómo es el barrio donde vives?,personal,EXCELENTE,Mi barrio está lleno de árboles y tiene un parque grande donde juego con mis amigos.,fn:output.includes('Calificación: EXCELENTE')
¿Cómo es la zona donde vives?,personal,EXCELENTE,"Mi zona es tranquila, rodeada de árboles y con un parque grande.",fn:output.includes('Calificación: EXCELENTE')
¿Qué tradiciones familiares tienes y cómo las celebras?,personal,EXCELENTE,Celebramos Navidad abriendo regalos a medianoche después de cenar todos juntos. Es muy especial para nosotros.,fn:output.includes('Calificación: EXCELENTE')
¿Hay alguna historia interesante sobre tus antepasados que puedas compartir?,personal,EXCELENTE,"Mi bisabuelo luchó en la segunda guerra mundial, pilotando aviones de combate.",fn:output.includes('Calificación: EXCELENTE')
¿Cómo es el barrio y la zona alrededor de tu escuela?,escuela,EXCELENTE,"El barrio es tranquilo, con muchos árboles y una plaza cerca de la escuela donde jugamos.",fn:output.includes('Calificación: EXCELENTE')
¿Tocas algún instrumento?,ocio,EXCELENTE,"Sí, toco el piano desde hace dos años. Practico todos los días después de la escuela.",fn:output.includes('Calificación: EXCELENTE')
¿En qué te pareces a tu mamá?,personal,ACEPTABLE,Tengo el mismo color de cabello que mi mamá.,fn:output.includes('Calificación: ACEPTABLE')
¿En qué te pareces a tu papá?,personal,ACEPTABLE,Me gustan los mismos videojuegos que a él.,fn:output.includes('Calificación: ACEPTABLE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,ACEPTABLE,Vamos a la playa.,fn:output.includes('Calificación: ACEPTABLE')
¿Quién es tu mejor amigo o amiga?,personal,ACEPTABLE,Mi mejor amiga se llama Ana.,fn:output.includes('Calificación: ACEPTABLE')
¿Cuál es tu mascota favorita?,gustos,ACEPTABLE,Me gusta el perro.,fn:output.includes('Calificación: ACEPTABLE')
¿Cuál es tu color favorito?,gustos,ACEPTABLE,El azul es mi color favorito.,fn:output.includes('Calificación: ACEPTABLE')
¿Qué tipo de música es la que más te gusta?,gustos,ACEPTABLE,Me gusta el hip-hop.,fn:output.includes('Calificación: ACEPTABLE')
¿Quién es tu artista favorito?,gustos,ACEPTABLE,"Ariana Grande, porque canta bien.",fn:output.includes('Calificación: ACEPTABLE')
¿Cuál es tu deporte favorito?,gustos,ACEPTABLE,Me gusta el fútbol.,fn:output.includes('Calificación: ACEPTABLE')
¿Qué deportista admiras?,gustos,ACEPTABLE,Me gusta Messi porque juega muy bien al fútbol.,fn:output.includes('Calificación: ACEPTABLE')
¿Cuál es tu comida favorita?,gustos,ACEPTABLE,Me gusta mucho el helado.,fn:output.includes('Calificación: ACEPTABLE')
¿Qué tipos de películas te gustan más?,gustos,ACEPTABLE,Me gustan las películas de animales.,fn:output.includes('Calificación: ACEPTABLE')
¿Cuál es tu película favorita?,gustos,ACEPTABLE,Me gusta mucho El Rey León.,fn:output.includes('Calificación: ACEPTABLE')
¿Qué tipos de libros te gustan más?,gustos,ACEPTABLE,Me gustan los libros de misterio.,fn:output.includes('Calificación: ACEPTABLE')
¿Cuál es tu libro favorito?,gustos,ACEPTABLE,"Las aventuras de Patoruzú, es muy divertido.",fn:output.includes('Calificación: ACEPTABLE')
¿Cuál es tu estación del año preferida?,gustos,ACEPTABLE,Me gusta el verano.,fn:output.includes('Calificación: ACEPTABLE')
¿Cuál es tu prenda de ropa favorita?,gustos,ACEPTABLE,Mi prenda favorita es mi gorro de lana.,fn:output.includes('Calificación: ACEPTABLE')
¿Qué es lo primero que haces al despertar?,rutina,ACEPTABLE,Abro los ojos.,fn:output.includes('Calificación: ACEPTABLE')
¿Qué haces todos los días cuando te levantas?,rutina,ACEPTABLE,Me levanto y desayuno.,fn:output.includes('Calificación: ACEPTABLE')
¿Cuántas veces comes en el día?,rutina,ACEPTABLE,Tres veces al día.,fn:output.includes('Calificación: ACEPTABLE')
¿Cómo es tu rutina diaria durante la semana?,rutina,ACEPTABLE,"Despierto, desayuno, colegio, tarea, ceno y duermo.",fn:output.includes('Calificación: ACEPTABLE')
¿Tienes algún ritual antes de ir a la cama?,rutina,ACEPTABLE,Me cepillo los dientes y entonces me acuesto.,fn:output.includes('Calificación: ACEPTABLE')
¿Qué hábitos saludables practicas regularmente?,rutina,ACEPTABLE,Bebo agua y como verduras.,fn:output.includes('Calificación: ACEPTABLE')
¿Qué medio de transporte utilizas para ir a la escuela?,rutina,ACEPTABLE,En auto con mi padre.,fn:output.includes('Calificación: ACEPTABLE')
¿Qué tipo de ejercicio físico realizas y con qué frecuencia?,rutina,ACEPTABLE,Corro en el parque algunos días después de la escuela.,fn:output.includes('Calificación: ACEPTABLE')
¿Cómo te comunicas normalmente con tus amigos y familiares?,rutina,ACEPTABLE,Hablo con mis amigos por mensajes y con mi familia en casa.,fn:output.includes('Calificación: ACEPTABLE')
¿Cómo es el edificio de tu escuela?,escuela,ACEPTABLE,Es grande y tiene un patio.,fn:output.includes('Calificación: ACEPTABLE')
¿Cómo es un día típico en tu escuela?,escuela,ACEPTABLE,"Estudiamos matemáticas, lengua y tenemos recreo.",fn:output.includes('Calificación: ACEPTABLE')
¿A qué te gusta jugar en la escuela?,escuela,ACEPTABLE,Juego a la mancha con mis amigos.,fn:output.includes('Calificación: ACEPTABLE')
¿Qué es lo que más te gusta de la escuela?,escuela,ACEPTABLE,Me gusta el recreo para jugar con mis amigos.,fn:output.includes('Calificación: ACEPTABLE')
¿Qué harías si fueras la maestra o el maestro por un día?,escuela,ACEPTABLE,Haríamos juegos todo el día.,fn:output.includes('Calificación: ACEPTABLE')
¿Qué te gustaría cambiar de tu escuela?,escuela,ACEPTABLE,Más tiempo para el recreo.,fn:output.includes('Calificación: ACEPTABLE')
¿Has hecho algún paseo o viaje con tu escuela?,escuela,ACEPTABLE,"Sí, fuimos a una fábrica de chocolate.",fn:output.includes('Calificación: ACEPTABLE')
¿Qué te gusta hacer en tu tiempo libre?,ocio,ACEPTABLE,Leer libros.,fn:output.includes('Calificación: ACEPTABLE')
¿Practicas algún deporte o actividad artística en tu tiempo libre?,ocio,ACEPTABLE,Juego al fútbol en el parque.,fn:output.includes('Calificación: ACEPTABLE')
¿Vas al cine o al teatro en tu tiempo libre?,ocio,ACEPTABLE,A veces voy al cine con amigos.,fn:output.includes('Calificación: ACEPTABLE')
¿En tu tiempo libre prefieres leer escuchar música o mirar la TV?,ocio,ACEPTABLE,Me gusta leer en mi tiempo libre.,fn:output.includes('Calificación: ACEPTABLE')
¿Sales a pasear con tu familia los fines de semana? ¿A qué lugares?,ocio,ACEPTABLE,"Sí, al centro comercial.",fn:output.includes('Calificación: ACEPTABLE')
¿Qué lugares frecuentas con tus amigos cuando salen juntos?,ocio,ACEPTABLE,Al parque a andar en bici.,fn:output.includes('Calificación: ACEPTABLE')
¿Te gusta más salir a pasear al aire libre o a lugares cerrados?,ocio,ACEPTABLE,Prefiero salir al aire libre.,fn:output.includes('Calificación: ACEPTABLE')
¿Cómo te describirías físicamente?,personal,ACEPTABLE,Soy alto y delgado.,fn:output.includes('Calificación: ACEPTABLE')
¿Cómo es la casa donde vives?,personal,ACEPTABLE,Vivo en un departamento con mi familia.,fn:output.includes('Calificación: ACEPTABLE')
¿Puedes contarme sobre tu familia con quién vives y cómo es cada uno?,personal,ACEPTABLE,Vivo con mis papás y mi hermana.,fn:output.includes('Calificación: ACEPTABLE')
¿Cómo es un día típico en la vida de tu familia?,personal,ACEPTABLE,"Me levanto, desayuno, voy a la escuela y luego juego.",fn:output.includes('Calificación: ACEPTABLE')
¿Tienes otros familiares cercanos que no vivan en tu casa?,personal,ACEPTABLE,"Sí, mis tías viven en otro estado.",fn:output.includes('Calificación: ACEPTABLE')
¿Cómo es el barrio donde vives?,personal,ACEPTABLE,Mi barrio es tranquilo.,fn:output.includes('Calificación: ACEPTABLE')
¿Cómo es la zona donde vives?,personal,ACEPTABLE,Es un lugar con mucha gente y tránsito.,fn:output.includes('Calificación: ACEPTABLE')
¿Qué tradiciones familiares tienes y cómo las celebras?,personal,ACEPTABLE,Para Navidad siempre decoramos la casa juntos.,fn:output.includes('Calificación: ACEPTABLE')
¿Hay alguna historia interesante sobre tus antepasados que puedas compartir?,personal,ACEPTABLE,Mis antepasados vinieron de Italia hace más de cien años.,fn:output.includes('Calificación: ACEPTABLE')
¿Cómo es el barrio y la zona alrededor de tu escuela?,escuela,ACEPTABLE,Es un barrio seguro y bonito.,fn:output.includes('Calificación: ACEPTABLE')
¿Tocas algún instrumento?,ocio,ACEPTABLE,"Sí, toco la batería.",fn:output.includes('Calificación: ACEPTABLE')
¿En qué te pareces a tu mamá?,personal,INCORRECTA,Me gustar jugar al fútbol y cocinar. En general voy los sábados a un parque que queda cerca de casa. Mi receta favorita es el fainá de queso.,fn:output.includes('Calificación: INCORRECTA')
¿En qué te pareces a tu papá?,personal,INCORRECTA,"En el club, siempre me quedo después de la clase charlando con mis amigas y jugando a las cartas.",fn:output.includes('Calificación: INCORRECTA')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,INCORRECTA,"Cuando salgo de la escuela, vuelvo caminando a mi casa y almorzamos con mi hermana la comida que nos hace la abuela.",fn:output.includes('Calificación: INCORRECTA')
¿Quién es tu mejor amigo o amiga?,personal,INCORRECTA,Me gusta el tenis.,fn:output.includes('Calificación: INCORRECTA')
¿Cuál es tu mascota favorita?,gustos,INCORRECTA,Mi videojuego favorito es Roblox. Siempre nos conectamos con mis amigas a jugar después de la escuela y también chateamos.,fn:output.includes('Calificación: INCORRECTA')
¿Cuál es tu color favorito?,gustos,INCORRECTA,Me gusta jugar al básquetbol con mis amigas. Cerca de mi casa hay una plaza con una cancha y vamos seguido a jugar ahí.,fn:output.includes('Calificación: INCORRECTA')
¿Qué tipo de música es la que más te gusta?,gustos,INCORRECTA,"Me gusta levantarme temprano y mirar dibujitos en la televisión. Mi favorito es Tom y Jerry, son muy divertidos.",fn:output.includes('Calificación: INCORRECTA')
¿Quién es tu artista favorito?,gustos,INCORRECTA,"Messi, porque juega bien al fútbol.",fn:output.includes('Calificación: INCORRECTA')
¿Cuál es tu deporte favorito?,gustos,INCORRECTA,Me gusta escuchar música todo el día. En general hip-hop y también algo de rock. Tengo unos auriculares que los amo.,fn:output.includes('Calificación: INCORRECTA')
¿Qué deportista admiras?,gustos,INCORRECTA,Me gusta el helado de chocolate. Mi hermana prefiere de crema y mamá y papá siempre comen de dulce de leche.,fn:output.includes('Calificación: INCORRECTA')
¿Cuál es tu comida favorita?,gustos,INCORRECTA,Me gusta jugar al hockey y al tenis. En el club el equipo de hockey es muy bueno y siempre tenemos partidos los sábados. Quiero salir campeón.,fn:output.includes('Calificación: INCORRECTA')
¿Qué tipos de películas te gustan más?,gustos,INCORRECTA,Me gusta montar bicicleta.,fn:output.includes('Calificación: INCORRECTA')
¿Cuál es tu película favorita?,gustos,INCORRECTA,Me gusta jugar a la paleta en la playa. Con mi mamá pasamos mucho rato cuando vamos y después nos metemos al agua para refrescarnos.,fn:output.includes('Calificación: INCORRECTA')
¿Qué tipos de libros te gustan más?,gustos,INCORRECTA,Me gusta jugar videojuegos con mis amigos. En la casa de Lucía hay uno que me encanta y siempre jugamos. También merendamos cosas ricas en su casa.,fn:output.includes('Calificación: INCORRECTA')
¿Cuál es tu libro favorito?,gustos,INCORRECTA,"Me gusta jugar al fútbol, no leo mucho.",fn:output.includes('Calificación: INCORRECTA')
¿Cuál es tu estación del año preferida?,gustos,INCORRECTA,"De mi casa a la escuela son solamente cinco cuadras, así que por lo general voy caminando. El ómnibus pasa muy lleno y no vale la pena por tan poca distancia.",fn:output.includes('Calificación: INCORRECTA')
¿Cuál es tu prenda de ropa favorita?,gustos,INCORRECTA,Me gusta comer helado en verano.,fn:output.includes('Calificación: INCORRECTA')
¿Qué es lo primero que haces al despertar?,rutina,INCORRECTA,"Cuando llego de la escuela lo primero que hago son los deberes, así tengo el resto de la tarde libre para jugar. Me gusta mucho jugar videojuegos de pelea.",fn:output.includes('Calificación: INCORRECTA')
¿Qué haces todos los días cuando te levantas?,rutina,INCORRECTA,Voy al club dos veces por semana. Un día hago karate y juego al tenis. El otro día voy a la piscina y también hago musculación. Hay muchas actividades.,fn:output.includes('Calificación: INCORRECTA')
¿Cuántas veces comes en el día?,rutina,INCORRECTA,"Me gusta comer milanesas con papas fritas. Mi abuelo siempre nos cocina cuando vamos a visitarlo. Mamá dice que hace mal, pero a nosotros nos encanta.",fn:output.includes('Calificación: INCORRECTA')
¿Cómo es tu rutina diaria durante la semana?,rutina,INCORRECTA,Me gusta jugar videojuegos todo el día.,fn:output.includes('Calificación: INCORRECTA')
¿Tienes algún ritual antes de ir a la cama?,rutina,INCORRECTA,Desayuno cereales.,fn:output.includes('Calificación: INCORRECTA')
¿Qué hábitos saludables practicas regularmente?,rutina,INCORRECTA,Los domingos voy a la casa de mis abuelos. Mi abuela hace pasta casera y también van mis primos. Nos pasamos todo el día jugando y nos divertimos mucho.,fn:output.includes('Calificación: INCORRECTA')
¿Qué medio de transporte utilizas para ir a la escuela?,rutina,INCORRECTA,"Mi escuela es un edificio muy grande. Tiene tres pisos. Mi clase queda en el segundo piso, al final del corredor después de la escalera. El salón es muy luminoso.",fn:output.includes('Calificación: INCORRECTA')
¿Qué tipo de ejercicio físico realizas y con qué frecuencia?,rutina,INCORRECTA,Leo libros sobre deportes a menudo.,fn:output.includes('Calificación: INCORRECTA')
¿Cómo te comunicas normalmente con tus amigos y familiares?,rutina,INCORRECTA,Para hacer mi tarea siempre uso lápiz y papel.,fn:output.includes('Calificación: INCORRECTA')
¿Cómo es el edificio de tu escuela?,escuela,INCORRECTA,Tengo ocho años.,fn:output.includes('Calificación: INCORRECTA')
¿Cómo es un día típico en tu escuela?,escuela,INCORRECTA,Me gusta comer pizza los fines de semana.,fn:output.includes('Calificación: INCORRECTA')
¿A qué te gusta jugar en la escuela?,escuela,INCORRECTA,"Mi abuelo sabe muchos chistes, y cuando vamos a su casa siempre nos cuenta a mis primos y a mi. Me divierten mucho los de Juancito y Pedro. Creo que los inventó él.",fn:output.includes('Calificación: INCORRECTA')
¿Qué es lo que más te gusta de la escuela?,escuela,INCORRECTA,"En el club hay de todo, canchas de basket, salas de musculación, piscina, gimnasios. Afuera también hay canchas de tenis. Yo por ahora solo voy a hacer karate.",fn:output.includes('Calificación: INCORRECTA')
¿Qué harías si fueras la maestra o el maestro por un día?,escuela,INCORRECTA,"Mi abuela era profesora de historia, así que muchas veces nos ayuda a estudiar. A ella le gusta mucho y disfrutamos el rato juntas. También tomamos té y comemos galletitas.",fn:output.includes('Calificación: INCORRECTA')
¿Qué te gustaría cambiar de tu escuela?,escuela,INCORRECTA,Los dragones verdes son mis favoritos. Me encanta dibujar y pintarlos con marcadores fluorescentes. ,fn:output.includes('Calificación: INCORRECTA')
¿Has hecho algún paseo o viaje con tu escuela?,escuela,INCORRECTA,No recuerdo lo que comí ayer.,fn:output.includes('Calificación: INCORRECTA')
¿Qué te gusta hacer en tu tiempo libre?,ocio,INCORRECTA,"Este año me tocó ir al liceo de tarde. Es mucho mejor, puedo dormir hasta más tarde y no voy tan cansado a las clases. Espero que el año que viene también me toque este horario.",fn:output.includes('Calificación: INCORRECTA')
¿Practicas algún deporte o actividad artística en tu tiempo libre?,ocio,INCORRECTA,"Mis abuelos viven cerca de mi casa, así que todas las semanas voy a visitarlos. Mi abuela me están enseñando a cocinar cosas dulces. Amo las tortas de limón.",fn:output.includes('Calificación: INCORRECTA')
¿Vas al cine o al teatro en tu tiempo libre?,ocio,INCORRECTA,"Mi color favorito es el negro. Dicen que es triste pero yo no lo veo así. También me gusta decorar las cosas con letras blancas y fondo negro, el contraste es lo mejor.",fn:output.includes('Calificación: INCORRECTA')
¿En tu tiempo libre prefieres leer escuchar música o mirar la TV?,ocio,INCORRECTA,Hago deporte siempre.,fn:output.includes('Calificación: INCORRECTA')
¿Sales a pasear con tu familia los fines de semana? ¿A qué lugares?,ocio,INCORRECTA,Me gusta el helado de chocolate.,fn:output.includes('Calificación: INCORRECTA')
¿Qué lugares frecuentas con tus amigos cuando salen juntos?,ocio,INCORRECTA,Me gusta comer helado solo.,fn:output.includes('Calificación: INCORRECTA')
¿Te gusta más salir a pasear al aire libre o a lugares cerrados?,ocio,INCORRECTA,No me gusta jugar videojuegos.,fn:output.includes('Calificación: INCORRECTA')
¿Cómo te describirías físicamente?,personal,INCORRECTA,Me gusta jugar fútbol.,fn:output.includes('Calificación: INCORRECTA')
¿Cómo es la casa donde vives?,personal,INCORRECTA,Me gusta mucho jugar al fútbol con mis amigos.,fn:output.includes('Calificación: INCORRECTA')
¿Puedes contarme sobre tu familia con quién vives y cómo es cada uno?,personal,INCORRECTA,Me gusta mucho el helado de chocolate.,fn:output.includes('Calificación: INCORRECTA')
¿Cómo es un día típico en la vida de tu familia?,personal,INCORRECTA,"Me gustan mucho los dinosaurios, siempre leo muchos libros. También he visto todas las películas que hay sobre estos animales. Me fascinan.",fn:output.includes('Calificación: INCORRECTA')
¿Tienes otros familiares cercanos que no vivan en tu casa?,personal,INCORRECTA,"A veces me enojo y me encierro en mi cuarto, cuando me peleo con mi hermana. Agarro un libro y me pongo a leer para que se me pase.",fn:output.includes('Calificación: INCORRECTA')
¿Cómo es el barrio donde vives?,personal,INCORRECTA,Me gusta jugar al fútbol.,fn:output.includes('Calificación: INCORRECTA')
¿Cómo es la zona donde vives?,personal,INCORRECTA,Siempre escucho música en mi casa. Tengo unos auriculares nuevos y pongo rock o hip-hop que es lo que más me gusta. A mi hermana le molesta que cante cuando escucho.,fn:output.includes('Calificación: INCORRECTA')
¿Qué tradiciones familiares tienes y cómo las celebras?,personal,INCORRECTA,"Voy a la escuela caminando, queda solo a cuatro cuadras. A veces si llueve papá nos lleva en el auto, porque le queda de camino cuando se va a trabajar.",fn:output.includes('Calificación: INCORRECTA')
¿Hay alguna historia interesante sobre tus antepasados que puedas compartir?,personal,INCORRECTA,Me gusta jugar al fútbol los fines de semana.,fn:output.includes('Calificación: INCORRECTA')
¿Cómo es el barrio y la zona alrededor de tu escuela?,escuela,INCORRECTA,Me gustan los días de pizza en la cafetería.,fn:output.includes('Calificación: INCORRECTA')
¿Tocas algún instrumento?,ocio,INCORRECTA,Me gusta mucho escuchar música. Mis canciones preferidas son las baladas románticas. Es la música que escuchaba mi mamá y por eso se me pegaron.,fn:output.includes('Calificación: INCORRECTA')
¿En qué te pareces a tu mamá?,personal,EXCELENTE,"Me parezco a mi mamá en que ambos amamos leer libros de aventuras, tenemos la misma sonrisa y el mismo color de ojos.",fn:output.includes('Calificación: EXCELENTE')
¿En qué te pareces a tu papá?,personal,EXCELENTE,"Me parezco a mi papá en la pasión por el fútbol, ambos disfrutamos jugarlo los sábados.",fn:output.includes('Calificación: EXCELENTE')
¿Qué hacen habitualmente con tu familia en vacaciones?,personal,EXCELENTE,"Vamos a la playa juntos, construimos castillos de arena y buscamos conchas.",fn:output.includes('Calificación: EXCELENTE')
¿Quién es tu mejor amigo o amiga?,personal,EXCELENTE,"Mi mejor amiga es Clara porque siempre juega conmigo en el recreo, comparte sus cosas y me hace reír.",fn:output.includes('Calificación: EXCELENTE')
¿Cuál es tu mascota favorita?,gustos,EXCELENTE,Mi mascota favorita es el perro porque es leal y siempre está feliz de verme cuando llego a casa.,fn:output.includes('Calificación: EXCELENTE')
¿Cuál es tu color favorito?,gustos,EXCELENTE,Mi color favorito es el azul porque es tranquilo y profundo como el océano.,fn:output.includes('Calificación: EXCELENTE')
¿Qué tipo de música es la que más te gusta?,gustos,EXCELENTE,Me gusta el pop porque tiene ritmos pegajosos y letras que hablan de amor y amistad. Es fácil de bailar.,fn:output.includes('Calificación: EXCELENTE')
¿Quién es tu artista favorito?,gustos,EXCELENTE,"Billie Eilish, porque usa su música para expresar sus sentimientos y ayuda a quienes la escuchan a sentirse comprendidos.",fn:output.includes('Calificación: EXCELENTE')
¿Cuál es tu deporte favorito?,gustos,EXCELENTE,Mi deporte favorito es el fútbol porque es divertido y puedo jugar con mis amigos en el parque.,fn:output.includes('Calificación: EXCELENTE')
¿Qué deportista admiras?,gustos,EXCELENTE,"Admiro a Lionel Messi porque es un gran futbolista, con muchos goles y premios, y siempre juega limpio.",fn:output.includes('Calificación: EXCELENTE')
¿Cuál es tu comida favorita?,gustos,EXCELENTE,Mi comida favorita es la pizza porque puedo elegir diferentes ingredientes cada vez y siempre sabe deliciosa.,fn:output.includes('Calificación: EXCELENTE')
¿Qué tipos de películas te gustan más?,gustos,EXCELENTE,Me encantan las películas de superhéroes porque son emocionantes y me gusta ver cómo salvan el mundo.,fn:output.includes('Calificación: EXCELENTE')
¿Cuál es tu película favorita?,gustos,EXCELENTE,Mi película favorita es Spider-Man: Into the Spider-Verse porque los gráficos son impresionantes y la historia es muy emocionante.,fn:output.includes('Calificación: EXCELENTE')
¿Qué tipos de libros te gustan más?,gustos,EXCELENTE,Me gustan los libros de aventuras porque me puedo imaginar explorando nuevos mundos y viviendo emocionantes travesías.,fn:output.includes('Calificación: EXCELENTE')
¿Cuál es tu libro favorito?,gustos,EXCELENTE,El Principito es mi favorito porque enseña el valor de la amistad y la aventura.,fn:output.includes('Calificación: EXCELENTE')
¿Cuál es tu estación del año preferida?,gustos,EXCELENTE,Me gusta el otoño porque puedo saltar en pilas de hojas y todo se ve tan colorido.,fn:output.includes('Calificación: EXCELENTE')
¿Cuál es tu prenda de ropa favorita?,gustos,EXCELENTE,Mi prenda de ropa favorita es la camiseta de fútbol del Barcelona que me regaló mi tío. Tiene los colores más vivos y me siento muy feliz cuando la uso.,fn:output.includes('Calificación: EXCELENTE')
¿Qué es lo primero que haces al despertar?,rutina,EXCELENTE,"Lo primero que hago es abrir los ojos, estirar mis brazos y piernas para desentumecerme.",fn:output.includes('Calificación: EXCELENTE')
¿Qué haces todos los días cuando te levantas?,rutina,EXCELENTE,"Cuando me levanto, me lavo la cara y desayuno leche con cereales. Después me visto para ir a la escuela y le doy un beso mis padres antes de salir.",fn:output.includes('Calificación: EXCELENTE')
¿Cuántas veces comes en el día?,rutina,EXCELENTE,"Como cinco veces al día: desayuno, media mañana, almuerzo, merienda y cena, así mantengo mi energía.",fn:output.includes('Calificación: EXCELENTE')
¿Cómo es tu rutina diaria durante la semana?,rutina,EXCELENTE,"Me despierto a las 7, desayuno, voy a la escuela, hago deporte, estudio y duermo.",fn:output.includes('Calificación: EXCELENTE')
¿Tienes algún ritual antes de ir a la cama?,rutina,EXCELENTE,"Sí, siempre leo un capítulo de mi libro favorito para relajarme antes de apagar la luz.",fn:output.includes('Calificación: EXCELENTE')
¿Qué hábitos saludables practicas regularmente?,rutina,EXCELENTE,"Como hábito saludable, cada día desayuno avena con frutas y hago 30 minutos de ejercicio antes de ir a la escuela.",fn:output.includes('Calificación: EXCELENTE')
¿Qué medio de transporte utilizas para ir a la escuela?,rutina,EXCELENTE,"Utilizo la bicicleta porque es rápida, no contamina y me gusta hacer ejercicio en la mañana.",fn:output.includes('Calificación: EXCELENTE')
¿Qué tipo de ejercicio físico realizas y con qué frecuencia?,rutina,EXCELENTE,"Juego al fútbol tres veces a la semana en el colegio, fortaleciendo mis piernas y resistencia.",fn:output.includes('Calificación: EXCELENTE')
¿Cómo te comunicas normalmente con tus amigos y familiares?,rutina,EXCELENTE,"Con mis amigos uso WhatsApp porque todos lo tienen y con mi familia hablo cara a cara, así nos entendemos mejor.",fn:output.includes('Calificación: EXCELENTE')
¿Cómo es el edificio de tu escuela?,escuela,EXCELENTE,"Mi escuela tiene dos pisos, un gran patio para jugar y muchas aulas coloridas.",fn:output.includes('Calificación: EXCELENTE')
¿Cómo es un día típico en tu escuela?,escuela,EXCELENTE,"Llegamos, saludamos. Trabajamos matemáticas y lengua. Tenemos recreo y después hacemos arte y deportes.",fn:output.includes('Calificación: EXCELENTE')
¿A qué te gusta jugar en la escuela?,escuela,EXCELENTE,Me gusta jugar al fútbol en el recreo porque me ayuda a hacer amigos y mantenerme activo.,fn:output.includes('Calificación: EXCELENTE')
¿Qué es lo que más te gusta de la escuela?,escuela,EXCELENTE,Lo que más me gusta es la hora de ciencias porque podemos hacer experimentos y aprender cómo funciona el mundo.,fn:output.includes('Calificación: EXCELENTE')
¿Qué harías si fueras la maestra o el maestro por un día?,escuela,EXCELENTE,"Haría que aprendamos jugando, con juegos de matemáticas y lecturas divertidas para que todos participen.",fn:output.includes('Calificación: EXCELENTE')
¿Qué te gustaría cambiar de tu escuela?,escuela,EXCELENTE,Quisiera más espacio verde para jugar porque hay poco y nos apretamos mucho.,fn:output.includes('Calificación: EXCELENTE')
¿Has hecho algún paseo o viaje con tu escuela?,escuela,EXCELENTE,"Sí, fuimos al Museo de Historia Natural. Vimos dinosaurios, aprendimos sobre la evolución y cómo vivían los animales.",fn:output.includes('Calificación: EXCELENTE')
¿Qué te gusta hacer en tu tiempo libre?,ocio,EXCELENTE,Me gusta leer libros de aventuras porque puedo imaginar mundos increíbles y vivir historias emocionantes.,fn:output.includes('Calificación: EXCELENTE')
¿Practicas algún deporte o actividad artística en tu tiempo libre?,ocio,EXCELENTE,"Juego al baloncesto dos veces a la semana, me encanta porque hago amigos y mejoro mi salud.",fn:output.includes('Calificación: EXCELENTE')
¿Vas al cine o al teatro en tu tiempo libre?,ocio,EXCELENTE,"Voy al cine los sábados con mi familia, nos gusta ver las películas de superhéroes.",fn:output.includes('Calificación: EXCELENTE')
¿En tu tiempo libre prefieres leer escuchar música o mirar la TV?,ocio,EXCELENTE,Prefiero leer porque me transporta a mundos diferentes y me enseña palabras nuevas.,fn:output.includes('Calificación: EXCELENTE')
¿Sales a pasear con tu familia los fines de semana? ¿A qué lugares?,ocio,EXCELENTE,"Sí, vamos al parque a jugar con mi perro y a veces a la heladería.",fn:output.includes('Calificación: EXCELENTE')
¿Qué lugares frecuentas con tus amigos cuando salen juntos?,ocio,EXCELENTE,"Vamos al parque porque tiene mucho espacio para jugar al fútbol, y también una zona de juegos.",fn:output.includes('Calificación: EXCELENTE')
¿Te gusta más salir a pasear al aire libre o a lugares cerrados?,ocio,EXCELENTE,Prefiero salir al aire libre porque puedo jugar más libremente y respirar aire fresco.,fn:output.includes('Calificación: EXCELENTE')
